,gender,age,time,year,time_seconds
0,M,21,48:18,2016,2898
1,M,20,49:28,2016,2968
2,M,21,50:46,2016,3046
3,M,20,51:46,2016,3106
4,M,29,52:02,2016,3122
5,M,37,52:39,2016,3159
6,M,25,53:19,2016,3199
7,M,24,53:34,2016,3214
8,M,39,55:09,2016,3309
9,M,23,55:25,2016,3325
10,M,49,55:43,2016,3343
11,M,24,55:56,2016,3356
12,M,35,56:02,2016,3362
13,M,41,56:25,2016,3385
14,M,47,57:07,2016,3427
15,M,18,57:24,2016,3444
16,M,17,57:46,2016,3466
17,M,27,58:32,2016,3512
18,M,16,58:45,2016,3525
19,F,34,58:57,2016,3537
20,M,31,58:59,2016,3539
21,M,32,59:16,2016,3556
22,M,23,59:53,2016,3593
23,M,41,59:55,2016,3595
24,M,21,1:00:30,2016,3630
25,F,19,1:00:54,2016,3654
26,M,36,1:01:04,2016,3664
27,M,21,1:01:05,2016,3665
28,M,21,1:01:17,2016,3677
29,M,31,1:02:05,2016,3725
30,M,17,1:02:07,2016,3727
31,M,43,1:02:22,2016,3742
32,M,35,1:02:31,2016,3751
33,F,34,1:03:18,2016,3798
34,M,30,1:03:34,2016,3814
35,M,31,1:03:44,2016,3824
36,M,45,1:03:46,2016,3826
37,M,15,1:04:07,2016,3847
38,M,39,1:04:19,2016,3859
39,M,29,1:04:31,2016,3871
40,M,27,1:04:36,2016,3876
41,M,40,1:04:39,2016,3879
42,M,17,1:04:46,2016,3886
43,M,37,1:04:59,2016,3899
44,M,43,1:05:11,2016,3911
45,M,36,1:05:16,2016,3916
46,M,33,1:05:20,2016,3920
47,M,35,1:05:32,2016,3932
48,M,37,1:05:46,2016,3946
49,F,18,1:05:56,2016,3956
50,M,40,1:05:59,2016,3959
51,F,44,1:06:09,2016,3969
52,M,26,1:06:09,2016,3969
53,M,59,1:06:21,2016,3981
54,F,22,1:06:25,2016,3985
55,M,16,1:06:49,2016,4009
56,M,34,1:06:55,2016,4015
57,F,22,1:07:00,2016,4020
58,M,38,1:07:02,2016,4022
59,M,47,1:07:02,2016,4022
60,F,40,1:07:06,2016,4026
61,F,21,1:07:06,2016,4026
62,M,42,1:07:12,2016,4032
63,M,46,1:07:16,2016,4036
64,M,55,1:07:20,2016,4040
65,M,18,1:07:22,2016,4042
66,M,42,1:07:26,2016,4046
67,M,32,1:07:31,2016,4051
68,F,34,1:07:38,2016,4058
69,M,17,1:07:47,2016,4067
70,M,36,1:07:50,2016,4070
71,M,23,1:07:57,2016,4077
72,M,40,1:08:02,2016,4082
73,M,17,1:08:10,2016,4090
74,M,19,1:08:20,2016,4100
75,M,48,1:08:28,2016,4108
76,F,31,1:08:31,2016,4111
77,F,26,1:08:51,2016,4131
78,M,37,1:08:54,2016,4134
79,F,24,1:08:58,2016,4138
80,M,52,1:09:08,2016,4148
81,F,40,1:09:18,2016,4158
82,M,58,1:09:19,2016,4159
83,M,35,1:09:24,2016,4164
84,M,50,1:09:37,2016,4177
85,F,28,1:09:47,2016,4187
86,M,42,1:09:50,2016,4190
87,M,34,1:09:53,2016,4193
88,M,54,1:09:56,2016,4196
89,M,31,1:09:56,2016,4196
90,M,49,1:09:56,2016,4196
91,M,27,1:10:20,2016,4220
92,F,39,1:10:20,2016,4220
93,M,31,1:10:20,2016,4220
94,M,39,1:10:21,2016,4221
95,M,31,1:10:24,2016,4224
96,M,30,1:10:28,2016,4228
97,F,17,1:10:31,2016,4231
98,M,39,1:10:32,2016,4232
99,M,20,1:10:33,2016,4233
100,M,40,1:10:35,2016,4235
101,M,35,1:10:36,2016,4236
102,M,35,1:10:36,2016,4236
103,M,44,1:10:37,2016,4237
104,F,35,1:10:40,2016,4240
105,M,32,1:10:51,2016,4251
106,M,41,1:10:58,2016,4258
107,M,24,1:11:00,2016,4260
108,M,29,1:11:01,2016,4261
109,M,50,1:11:10,2016,4270
110,M,29,1:11:11,2016,4271
111,F,16,1:11:17,2016,4277
112,M,30,1:11:24,2016,4284
113,F,29,1:11:32,2016,4292
114,M,40,1:11:34,2016,4294
115,M,33,1:11:37,2016,4297
116,M,45,1:11:38,2016,4298
117,M,48,1:11:41,2016,4301
118,M,52,1:11:41,2016,4301
119,M,22,1:11:46,2016,4306
120,M,34,1:11:48,2016,4308
121,F,36,1:11:50,2016,4310
122,M,44,1:11:53,2016,4313
123,F,42,1:11:54,2016,4314
124,F,41,1:11:57,2016,4317
125,M,43,1:12:00,2016,4320
126,M,39,1:12:04,2016,4324
127,F,50,1:12:08,2016,4328
128,M,39,1:12:10,2016,4330
129,M,16,1:12:17,2016,4337
130,F,32,1:12:18,2016,4338
131,M,43,1:12:20,2016,4340
132,M,26,1:12:24,2016,4344
133,M,14,1:12:31,2016,4351
134,M,20,1:12:33,2016,4353
135,M,43,1:12:36,2016,4356
136,M,23,1:12:40,2016,4360
137,M,38,1:12:49,2016,4369
138,F,37,1:12:50,2016,4370
139,M,61,1:12:52,2016,4372
140,M,40,1:12:53,2016,4373
141,M,44,1:12:54,2016,4374
142,F,27,1:12:56,2016,4376
143,F,39,1:12:58,2016,4378
144,M,28,1:13:01,2016,4381
145,M,54,1:13:06,2016,4386
146,M,30,1:13:14,2016,4394
147,M,49,1:13:22,2016,4402
148,F,33,1:13:30,2016,4410
149,F,24,1:13:31,2016,4411
150,M,57,1:13:36,2016,4416
151,M,40,1:13:40,2016,4420
152,M,34,1:13:48,2016,4428
153,M,33,1:13:52,2016,4432
154,M,38,1:13:53,2016,4433
155,M,30,1:14:03,2016,4443
156,M,50,1:14:03,2016,4443
157,M,43,1:14:14,2016,4454
158,M,29,1:14:18,2016,4458
159,M,33,1:14:21,2016,4461
160,M,49,1:14:22,2016,4462
161,M,32,1:14:23,2016,4463
162,M,49,1:14:24,2016,4464
163,F,30,1:14:31,2016,4471
164,F,18,1:14:33,2016,4473
165,M,41,1:14:34,2016,4474
166,M,45,1:14:37,2016,4477
167,M,52,1:14:44,2016,4484
168,M,59,1:14:45,2016,4485
169,M,38,1:14:52,2016,4492
170,M,28,1:15:05,2016,4505
171,M,32,1:15:07,2016,4507
172,M,52,1:15:15,2016,4515
173,F,34,1:15:17,2016,4517
174,M,65,1:15:22,2016,4522
175,M,50,1:15:25,2016,4525
176,F,26,1:15:26,2016,4526
177,M,33,1:15:26,2016,4526
178,M,32,1:15:33,2016,4533
179,M,31,1:15:33,2016,4533
180,M,54,1:15:34,2016,4534
181,F,26,1:15:38,2016,4538
182,M,35,1:15:39,2016,4539
183,M,38,1:15:40,2016,4540
184,M,21,1:15:45,2016,4545
185,M,34,1:15:45,2016,4545
186,F,25,1:15:47,2016,4547
187,M,52,1:15:51,2016,4551
188,M,41,1:15:52,2016,4552
189,M,55,1:15:54,2016,4554
190,M,37,1:16:02,2016,4562
191,F,38,1:16:03,2016,4563
192,M,29,1:16:05,2016,4565
193,M,37,1:16:08,2016,4568
194,M,55,1:16:12,2016,4572
195,M,53,1:16:17,2016,4577
196,F,30,1:16:18,2016,4578
197,F,45,1:16:27,2016,4587
198,M,50,1:16:32,2016,4592
199,M,14,1:16:40,2016,4600
200,M,19,1:16:42,2016,4602
201,M,48,1:16:42,2016,4602
202,F,35,1:16:45,2016,4605
203,F,26,1:16:46,2016,4606
204,M,34,1:16:47,2016,4607
205,M,60,1:16:51,2016,4611
206,M,41,1:16:54,2016,4614
207,M,29,1:17:00,2016,4620
208,M,41,1:17:02,2016,4622
209,M,31,1:17:03,2016,4623
210,M,64,1:17:07,2016,4627
211,M,49,1:17:09,2016,4629
212,M,29,1:17:10,2016,4630
213,M,56,1:17:15,2016,4635
214,F,38,1:17:17,2016,4637
215,M,48,1:17:20,2016,4640
216,M,36,1:17:21,2016,4641
217,M,36,1:17:26,2016,4646
218,F,38,1:17:27,2016,4647
219,M,43,1:17:28,2016,4648
220,M,60,1:17:29,2016,4649
221,M,48,1:17:35,2016,4655
222,M,38,1:17:36,2016,4656
223,M,57,1:17:41,2016,4661
224,M,59,1:17:42,2016,4662
225,F,26,1:17:43,2016,4663
226,F,27,1:17:44,2016,4664
227,M,26,1:17:45,2016,4665
228,F,21,1:17:49,2016,4669
229,F,39,1:17:52,2016,4672
230,F,29,1:17:53,2016,4673
231,M,50,1:17:56,2016,4676
232,F,21,1:18:03,2016,4683
233,M,55,1:18:05,2016,4685
234,F,23,1:18:08,2016,4688
235,M,57,1:18:08,2016,4688
236,F,54,1:18:12,2016,4692
237,M,27,1:18:13,2016,4693
238,F,33,1:18:18,2016,4698
239,M,33,1:18:19,2016,4699
240,M,33,1:18:19,2016,4699
241,F,26,1:18:20,2016,4700
242,F,39,1:18:27,2016,4707
243,F,21,1:18:32,2016,4712
244,F,23,1:18:32,2016,4712
245,F,49,1:18:50,2016,4730
246,M,33,1:18:53,2016,4733
247,M,36,1:18:55,2016,4735
248,M,22,1:18:56,2016,4736
249,F,29,1:18:58,2016,4738
250,M,30,1:19:05,2016,4745
251,M,52,1:19:08,2016,4748
252,M,40,1:19:11,2016,4751
253,M,42,1:19:15,2016,4755
254,F,50,1:19:15,2016,4755
255,M,36,1:19:16,2016,4756
256,F,36,1:19:19,2016,4759
257,M,36,1:19:22,2016,4762
258,F,31,1:19:30,2016,4770
259,M,31,1:19:33,2016,4773
260,F,49,1:19:40,2016,4780
261,M,49,1:19:44,2016,4784
262,F,45,1:19:44,2016,4784
263,M,38,1:19:45,2016,4785
264,M,34,1:19:46,2016,4786
265,M,60,1:19:47,2016,4787
266,F,11,1:19:50,2016,4790
267,M,64,1:19:51,2016,4791
268,M,21,1:19:52,2016,4792
269,F,50,1:20:01,2016,4801
270,F,32,1:20:09,2016,4809
271,F,60,1:20:14,2016,4814
272,F,30,1:20:19,2016,4819
273,M,38,1:20:20,2016,4820
274,M,38,1:20:20,2016,4820
275,F,26,1:20:22,2016,4822
276,F,34,1:20:23,2016,4823
277,M,61,1:20:24,2016,4824
278,M,42,1:20:24,2016,4824
279,M,34,1:20:27,2016,4827
280,F,43,1:20:31,2016,4831
281,M,30,1:20:34,2016,4834
282,M,28,1:20:40,2016,4840
283,M,53,1:20:46,2016,4846
284,F,54,1:20:49,2016,4849
285,M,51,1:20:50,2016,4850
286,F,35,1:20:50,2016,4850
287,M,29,1:20:54,2016,4854
288,M,46,1:20:55,2016,4855
289,F,44,1:20:57,2016,4857
290,F,49,1:20:57,2016,4857
291,F,31,1:20:57,2016,4857
292,M,32,1:20:58,2016,4858
293,F,57,1:20:58,2016,4858
294,F,30,1:21:05,2016,4865
295,M,65,1:21:05,2016,4865
296,M,46,1:21:07,2016,4867
297,F,34,1:21:08,2016,4868
298,F,64,1:21:13,2016,4873
299,F,41,1:21:20,2016,4880
300,M,59,1:21:23,2016,4883
301,M,27,1:21:23,2016,4883
302,M,42,1:21:25,2016,4885
303,M,58,1:21:26,2016,4886
304,M,36,1:21:29,2016,4889
305,F,43,1:21:31,2016,4891
306,F,37,1:21:40,2016,4900
307,M,35,1:21:43,2016,4903
308,F,63,1:21:44,2016,4904
309,F,41,1:21:48,2016,4908
310,M,27,1:21:49,2016,4909
311,M,47,1:21:49,2016,4909
312,F,26,1:21:53,2016,4913
313,M,44,1:21:56,2016,4916
314,F,31,1:21:59,2016,4919
315,F,26,1:22:05,2016,4925
316,M,44,1:22:06,2016,4926
317,F,34,1:22:12,2016,4932
318,F,34,1:22:12,2016,4932
319,F,56,1:22:13,2016,4933
320,F,16,1:22:16,2016,4936
321,M,36,1:22:21,2016,4941
322,M,62,1:22:28,2016,4948
323,M,27,1:22:28,2016,4948
324,M,57,1:22:33,2016,4953
325,M,44,1:22:35,2016,4955
326,F,32,1:22:37,2016,4957
327,F,34,1:22:40,2016,4960
328,M,32,1:22:40,2016,4960
329,M,31,1:22:49,2016,4969
330,F,51,1:22:49,2016,4969
331,F,26,1:22:50,2016,4970
332,F,26,1:22:51,2016,4971
333,M,27,1:22:54,2016,4974
334,M,43,1:22:54,2016,4974
335,M,51,1:22:55,2016,4975
336,M,49,1:22:56,2016,4976
337,M,26,1:22:57,2016,4977
338,F,34,1:22:58,2016,4978
339,F,39,1:22:59,2016,4979
340,F,60,1:23:10,2016,4990
341,M,39,1:23:15,2016,4995
342,M,55,1:23:15,2016,4995
343,M,41,1:23:22,2016,5002
344,M,52,1:23:23,2016,5003
345,M,33,1:23:27,2016,5007
346,M,16,1:23:28,2016,5008
347,M,68,1:23:29,2016,5009
348,M,29,1:23:30,2016,5010
349,F,36,1:23:31,2016,5011
350,M,51,1:23:34,2016,5014
351,M,40,1:23:38,2016,5018
352,M,26,1:23:38,2016,5018
353,M,47,1:23:44,2016,5024
354,M,31,1:23:48,2016,5028
355,F,50,1:23:50,2016,5030
356,M,44,1:23:54,2016,5034
357,M,47,1:23:59,2016,5039
358,F,36,1:24:05,2016,5045
359,F,49,1:24:08,2016,5048
360,F,47,1:24:10,2016,5050
361,F,49,1:24:10,2016,5050
362,M,33,1:24:11,2016,5051
363,F,23,1:24:11,2016,5051
364,F,26,1:24:15,2016,5055
365,F,26,1:24:19,2016,5059
366,M,44,1:24:21,2016,5061
367,M,57,1:24:24,2016,5064
368,F,42,1:24:25,2016,5065
369,M,42,1:24:29,2016,5069
370,M,30,1:24:36,2016,5076
371,M,43,1:24:37,2016,5077
372,M,31,1:24:48,2016,5088
373,M,34,1:24:50,2016,5090
374,M,34,1:24:50,2016,5090
375,M,53,1:24:51,2016,5091
376,M,52,1:24:54,2016,5094
377,F,45,1:24:57,2016,5097
378,F,60,1:24:57,2016,5097
379,M,34,1:25:03,2016,5103
380,F,25,1:25:06,2016,5106
381,M,28,1:25:07,2016,5107
382,F,23,1:25:09,2016,5109
383,F,18,1:25:09,2016,5109
384,M,29,1:25:11,2016,5111
385,F,35,1:25:11,2016,5111
386,M,45,1:25:14,2016,5114
387,F,47,1:25:15,2016,5115
388,F,40,1:25:15,2016,5115
389,M,32,1:25:17,2016,5117
390,M,53,1:25:17,2016,5117
391,M,64,1:25:18,2016,5118
392,M,34,1:25:20,2016,5120
393,M,54,1:25:21,2016,5121
394,M,37,1:25:22,2016,5122
395,M,33,1:25:23,2016,5123
396,F,46,1:25:23,2016,5123
397,F,52,1:25:26,2016,5126
398,M,52,1:25:26,2016,5126
399,F,35,1:25:27,2016,5127
400,M,45,1:25:28,2016,5128
401,M,49,1:25:29,2016,5129
402,F,36,1:25:30,2016,5130
403,F,34,1:25:30,2016,5130
404,M,20,1:25:31,2016,5131
405,F,47,1:25:31,2016,5131
406,M,47,1:25:32,2016,5132
407,F,19,1:25:33,2016,5133
408,F,58,1:25:34,2016,5134
409,F,37,1:25:36,2016,5136
410,F,16,1:25:38,2016,5138
411,F,15,1:25:38,2016,5138
412,M,46,1:25:38,2016,5138
413,M,53,1:25:40,2016,5140
414,M,43,1:25:40,2016,5140
415,F,25,1:25:43,2016,5143
416,M,50,1:25:43,2016,5143
417,M,51,1:25:43,2016,5143
418,M,33,1:25:43,2016,5143
419,F,32,1:25:45,2016,5145
420,F,24,1:25:46,2016,5146
421,F,33,1:25:54,2016,5154
422,M,49,1:25:54,2016,5154
423,M,39,1:25:56,2016,5156
424,M,48,1:25:56,2016,5156
425,F,26,1:26:07,2016,5167
426,F,36,1:26:08,2016,5168
427,M,61,1:26:09,2016,5169
428,M,55,1:26:11,2016,5171
429,M,63,1:26:18,2016,5178
430,M,14,1:26:29,2016,5189
431,M,60,1:26:32,2016,5192
432,M,61,1:26:32,2016,5192
433,M,48,1:26:34,2016,5194
434,F,37,1:26:35,2016,5195
435,M,36,1:26:37,2016,5197
436,M,26,1:26:41,2016,5201
437,F,26,1:26:49,2016,5209
438,M,33,1:26:49,2016,5209
439,M,56,1:26:51,2016,5211
440,F,28,1:26:57,2016,5217
441,M,55,1:27:00,2016,5220
442,F,31,1:27:03,2016,5223
443,M,65,1:27:05,2016,5225
444,M,50,1:27:07,2016,5227
445,M,59,1:27:12,2016,5232
446,F,18,1:27:12,2016,5232
447,F,39,1:27:16,2016,5236
448,F,15,1:27:18,2016,5238
449,F,49,1:27:18,2016,5238
450,M,61,1:27:19,2016,5239
451,F,19,1:27:24,2016,5244
452,F,26,1:27:27,2016,5247
453,M,18,1:27:27,2016,5247
454,M,19,1:27:28,2016,5248
455,M,48,1:27:29,2016,5249
456,M,40,1:27:35,2016,5255
457,M,34,1:27:53,2016,5273
458,F,46,1:27:56,2016,5276
459,F,43,1:27:58,2016,5278
460,F,51,1:28:01,2016,5281
461,M,30,1:28:09,2016,5289
462,F,31,1:28:09,2016,5289
463,F,38,1:28:10,2016,5290
464,M,25,1:28:11,2016,5291
465,M,31,1:28:27,2016,5307
466,M,30,1:28:27,2016,5307
467,M,33,1:28:29,2016,5309
468,F,54,1:28:31,2016,5311
469,M,31,1:28:34,2016,5314
470,F,25,1:28:37,2016,5317
471,M,28,1:28:38,2016,5318
472,F,45,1:28:48,2016,5328
473,F,38,1:28:53,2016,5333
474,M,57,1:28:54,2016,5334
475,M,33,1:28:59,2016,5339
476,M,36,1:29:00,2016,5340
477,M,55,1:29:07,2016,5347
478,M,51,1:29:09,2016,5349
479,F,34,1:29:13,2016,5353
480,F,60,1:29:13,2016,5353
481,F,37,1:29:13,2016,5353
482,M,60,1:29:14,2016,5354
483,F,20,1:29:18,2016,5358
484,F,47,1:29:23,2016,5363
485,M,20,1:29:24,2016,5364
486,M,62,1:29:26,2016,5366
487,M,26,1:29:30,2016,5370
488,F,24,1:29:31,2016,5371
489,F,36,1:29:34,2016,5374
490,M,46,1:29:39,2016,5379
491,M,31,1:29:40,2016,5380
492,M,41,1:29:48,2016,5388
493,F,27,1:29:54,2016,5394
494,F,40,1:29:55,2016,5395
495,M,37,1:29:57,2016,5397
496,M,39,1:30:00,2016,5400
497,F,34,1:30:01,2016,5401
498,M,41,1:30:06,2016,5406
499,F,35,1:30:08,2016,5408
500,F,43,1:30:09,2016,5409
501,F,34,1:30:27,2016,5427
502,F,43,1:30:27,2016,5427
503,M,40,1:30:28,2016,5428
504,M,24,1:30:29,2016,5429
505,M,58,1:30:35,2016,5435
506,F,30,1:30:48,2016,5448
507,M,36,1:30:51,2016,5451
508,F,59,1:30:53,2016,5453
509,M,35,1:30:55,2016,5455
510,M,32,1:30:55,2016,5455
511,F,25,1:30:56,2016,5456
512,F,19,1:30:58,2016,5458
513,M,45,1:30:58,2016,5458
514,F,28,1:31:08,2016,5468
515,M,38,1:31:09,2016,5469
516,M,32,1:31:09,2016,5469
517,M,37,1:31:10,2016,5470
518,M,28,1:31:13,2016,5473
519,M,58,1:31:25,2016,5485
520,F,20,1:31:26,2016,5486
521,M,54,1:31:26,2016,5486
522,F,48,1:31:27,2016,5487
523,M,36,1:31:28,2016,5488
524,M,27,1:31:36,2016,5496
525,M,19,1:31:39,2016,5499
526,F,46,1:31:44,2016,5504
527,F,34,1:31:49,2016,5509
528,M,30,1:31:49,2016,5509
529,M,74,1:31:52,2016,5512
530,M,40,1:31:56,2016,5516
531,F,39,1:32:04,2016,5524
532,F,32,1:32:05,2016,5525
533,M,64,1:32:08,2016,5528
534,F,38,1:32:14,2016,5534
535,F,31,1:32:18,2016,5538
536,F,46,1:32:19,2016,5539
537,F,59,1:32:19,2016,5539
538,M,27,1:32:25,2016,5545
539,M,43,1:32:28,2016,5548
540,M,23,1:32:30,2016,5550
541,F,50,1:32:33,2016,5553
542,M,32,1:32:34,2016,5554
543,F,19,1:32:35,2016,5555
544,M,60,1:32:39,2016,5559
545,M,75,1:32:40,2016,5560
546,M,46,1:32:45,2016,5565
547,F,56,1:32:49,2016,5569
548,F,38,1:32:55,2016,5575
549,M,68,1:32:57,2016,5577
550,F,56,1:32:59,2016,5579
551,F,29,1:33:03,2016,5583
552,F,60,1:33:03,2016,5583
553,M,31,1:33:11,2016,5591
554,M,57,1:33:13,2016,5593
555,M,75,1:33:13,2016,5593
556,M,29,1:33:17,2016,5597
557,M,44,1:33:23,2016,5603
558,M,38,1:33:28,2016,5608
559,M,30,1:33:36,2016,5616
560,F,44,1:33:44,2016,5624
561,F,32,1:33:48,2016,5628
562,F,53,1:33:50,2016,5630
563,M,49,1:33:52,2016,5632
564,M,61,1:33:53,2016,5633
565,F,44,1:33:55,2016,5635
566,M,38,1:34:10,2016,5650
567,M,41,1:34:15,2016,5655
568,F,54,1:34:15,2016,5655
569,F,49,1:34:16,2016,5656
570,M,36,1:34:21,2016,5661
571,M,73,1:34:25,2016,5665
572,M,29,1:34:29,2016,5669
573,M,57,1:34:49,2016,5689
574,F,56,1:34:49,2016,5689
575,F,39,1:34:54,2016,5694
576,M,40,1:35:04,2016,5704
577,F,55,1:35:07,2016,5707
578,M,21,1:35:13,2016,5713
579,F,26,1:35:14,2016,5714
580,F,42,1:35:17,2016,5717
581,F,32,1:35:19,2016,5719
582,F,57,1:35:25,2016,5725
583,M,33,1:35:34,2016,5734
584,M,42,1:35:35,2016,5735
585,M,45,1:35:39,2016,5739
586,F,53,1:35:45,2016,5745
587,M,47,1:35:52,2016,5752
588,F,27,1:35:52,2016,5752
589,M,67,1:35:53,2016,5753
590,F,50,1:35:54,2016,5754
591,M,43,1:35:54,2016,5754
592,M,69,1:35:56,2016,5756
593,F,56,1:36:05,2016,5765
594,F,35,1:36:22,2016,5782
595,M,22,1:36:28,2016,5788
596,M,54,1:36:29,2016,5789
597,F,47,1:36:30,2016,5790
598,F,33,1:36:36,2016,5796
599,F,44,1:36:40,2016,5800
600,F,32,1:36:40,2016,5800
601,F,55,1:36:53,2016,5813
602,F,32,1:37:01,2016,5821
603,M,26,1:37:05,2016,5825
604,F,33,1:37:19,2016,5839
605,F,44,1:37:22,2016,5842
606,M,51,1:37:37,2016,5857
607,F,29,1:37:39,2016,5859
608,M,28,1:37:56,2016,5876
609,F,40,1:38:01,2016,5881
610,F,37,1:38:03,2016,5883
611,M,56,1:38:04,2016,5884
612,F,29,1:38:06,2016,5886
613,F,38,1:38:06,2016,5886
614,F,42,1:38:07,2016,5887
615,M,34,1:38:11,2016,5891
616,F,42,1:38:12,2016,5892
617,F,42,1:38:12,2016,5892
618,M,51,1:38:23,2016,5903
619,M,60,1:38:33,2016,5913
620,F,47,1:38:35,2016,5915
621,F,33,1:38:36,2016,5916
622,M,32,1:38:36,2016,5916
623,F,43,1:38:41,2016,5921
624,F,49,1:38:41,2016,5921
625,M,26,1:38:43,2016,5923
626,F,57,1:38:44,2016,5924
627,F,45,1:38:47,2016,5927
628,F,38,1:38:55,2016,5935
629,F,32,1:38:58,2016,5938
630,M,65,1:39:04,2016,5944
631,F,37,1:39:08,2016,5948
632,M,51,1:39:29,2016,5969
633,F,53,1:39:36,2016,5976
634,M,48,1:39:37,2016,5977
635,M,48,1:39:56,2016,5996
636,F,40,1:39:58,2016,5998
637,M,41,1:40:00,2016,6000
638,F,55,1:40:04,2016,6004
639,F,64,1:40:15,2016,6015
640,M,36,1:40:18,2016,6018
641,M,60,1:40:28,2016,6028
642,F,37,1:40:39,2016,6039
643,M,37,1:40:43,2016,6043
644,F,42,1:40:44,2016,6044
645,F,55,1:40:50,2016,6050
646,F,35,1:40:54,2016,6054
647,F,49,1:40:57,2016,6057
648,F,42,1:41:07,2016,6067
649,F,36,1:41:07,2016,6067
650,M,30,1:41:09,2016,6069
651,F,34,1:41:27,2016,6087
652,F,54,1:41:27,2016,6087
653,M,55,1:41:28,2016,6088
654,F,15,1:41:31,2016,6091
655,F,32,1:41:43,2016,6103
656,F,22,1:42:01,2016,6121
657,M,25,1:42:01,2016,6121
658,F,35,1:42:12,2016,6132
659,M,54,1:42:14,2016,6134
660,F,55,1:42:15,2016,6135
661,M,49,1:42:31,2016,6151
662,F,58,1:42:35,2016,6155
663,F,31,1:42:36,2016,6156
664,M,29,1:42:37,2016,6157
665,M,56,1:42:40,2016,6160
666,F,64,1:42:52,2016,6172
667,F,60,1:42:52,2016,6172
668,F,36,1:42:54,2016,6174
669,F,77,1:42:56,2016,6176
670,M,72,1:43:01,2016,6181
671,F,58,1:43:12,2016,6192
672,M,46,1:43:13,2016,6193
673,M,30,1:43:13,2016,6193
674,F,44,1:43:13,2016,6193
675,M,43,1:43:14,2016,6194
676,M,61,1:43:33,2016,6213
677,F,16,1:43:38,2016,6218
678,M,60,1:43:40,2016,6220
